case_id,statute,offense_category,penalty,risk_of_escape,risk_of_influence,surety_bond_required,personal_bond_required,Lawyer Name,Client Name,Client ID,Case Details
254,PMLA,Economic Offence,Fine,True,False,False,True,Rajesh Kumar,Rahul Gupta,1254,Case details here
255,IPC,Crimes Against SCs and STs,Both,True,True,True,False,Amit Sharma,Ananya Sen,1255,Case details here
256,PMLA,Cyber Crime,Both,True,True,False,True,Vikram Choudhary,Deepak Joshi,1256,Case details here
257,IPC,Offences Against the State,Imprisonment,True,True,False,True,Priya Verma,Kiran Malhotra,1257,Case details here
258,SCST Act,Cyber Crime,Imprisonment,False,True,False,False,Priya Verma,Sandeep Yadav,1258,Case details here
259,CrPC,Economic Offence,Imprisonment,True,True,True,True,Sunita Mehta,Rahul Gupta,1259,Case details here
260,CrPC,Crimes Against SCs and STs,Imprisonment,False,True,True,True,Priya Verma,Rahul Gupta,1260,Case details here
261,CrPC,Crimes Against Children,Fine,True,False,False,True,Amit Sharma,Manoj Tiwari,1261,Case details here
262,PMLA,Crimes Against Foreigners,Fine,False,False,True,False,Anil Kapoor,Manoj Tiwari,1262,Case details here
263,SCST Act,Offences Against the State,Imprisonment,False,False,False,True,Amit Sharma,Kiran Malhotra,1263,Case details here
264,IPC,Crimes Against SCs and STs,Fine,False,True,False,False,Rajesh Kumar,Sandeep Yadav,1264,Case details here
265,NDPS,Economic Offence,Imprisonment,False,False,True,False,Rajesh Kumar,Sandeep Yadav,1265,Case details here
266,IPC,Offences Against the State,Both,True,True,False,True,Neha Singh,Ananya Sen,1266,Case details here
267,NDPS,Crimes Against Women,Both,True,True,False,True,Priya Verma,Ananya Sen,1267,Case details here
268,IPC,Cyber Crime,Both,False,True,True,False,Neha Singh,Sneha Roy,1268,Case details here
269,SCST Act,Crimes Against Foreigners,Imprisonment,True,True,False,False,Vikram Choudhary,Kiran Malhotra,1269,Case details here
270,NDPS,Economic Offence,Both,True,False,False,True,Priya Verma,Sneha Roy,1270,Case details here
271,PMLA,Crimes Against Women,Fine,False,True,False,True,Neha Singh,Manoj Tiwari,1271,Case details here
272,IPC,Crimes Against SCs and STs,Both,True,False,True,False,Sunita Mehta,Rahul Gupta,1272,Case details here
273,IPC,Crimes Against Children,Both,True,True,False,False,Neha Singh,Manoj Tiwari,1273,Case details here
274,NDPS,Offences Against the State,Both,True,False,True,False,Vikram Choudhary,Rahul Gupta,1274,Case details here
275,PMLA,Cyber Crime,Fine,False,False,False,False,Vikram Choudhary,Kiran Malhotra,1275,Case details here
276,PMLA,Offences Against the State,Imprisonment,True,False,False,False,Priya Verma,Deepak Joshi,1276,Case details here
277,SCST Act,Crimes Against Foreigners,Fine,False,False,False,True,Sunita Mehta,Rahul Gupta,1277,Case details here
278,PMLA,Crimes Against SCs and STs,Imprisonment,True,False,False,False,Rajesh Kumar,Kiran Malhotra,1278,Case details here
279,PMLA,Offences Against the State,Imprisonment,True,False,True,False,Rajesh Kumar,Kiran Malhotra,1279,Case details here
280,PMLA,Cyber Crime,Both,True,True,True,True,Priya Verma,Ananya Sen,1280,Case details here
281,CrPC,Crimes Against SCs and STs,Imprisonment,False,False,False,True,Vikram Choudhary,Rahul Gupta,1281,Case details here
282,SCST Act,Offences Against the State,Fine,False,True,False,False,Anil Kapoor,Ananya Sen,1282,Case details here
283,IPC,Crimes Against Children,Fine,True,False,False,False,Neha Singh,Sandeep Yadav,1283,Case details here
284,NDPS,Economic Offence,Imprisonment,False,True,False,True,Rajesh Kumar,Kiran Malhotra,1284,Case details here
285,IPC,Crimes Against SCs and STs,Both,True,False,False,False,Neha Singh,Deepak Joshi,1285,Case details here
286,SCST Act,Economic Offence,Both,False,False,False,False,Sunita Mehta,Sneha Roy,1286,Case details here
287,NDPS,Crimes Against SCs and STs,Fine,False,True,False,True,Vikram Choudhary,Sneha Roy,1287,Case details here
288,SCST Act,Crimes Against Children,Both,True,False,False,False,Anil Kapoor,Deepak Joshi,1288,Case details here
289,PMLA,Economic Offence,Imprisonment,True,False,True,True,Neha Singh,Deepak Joshi,1289,Case details here
290,NDPS,Crimes Against Women,Imprisonment,True,False,True,True,Vikram Choudhary,Manoj Tiwari,1290,Case details here
291,PMLA,Cyber Crime,Fine,True,True,True,True,Anil Kapoor,Sandeep Yadav,1291,Case details here
292,IPC,Crimes Against Women,Imprisonment,False,False,False,True,Vikram Choudhary,Kiran Malhotra,1292,Case details here
293,IPC,Offences Against the State,Fine,False,True,False,False,Neha Singh,Rahul Gupta,1293,Case details here
294,NDPS,Crimes Against Children,Imprisonment,False,False,False,True,Neha Singh,Kiran Malhotra,1294,Case details here
295,NDPS,Crimes Against Women,Fine,True,False,True,False,Neha Singh,Sneha Roy,1295,Case details here
296,SCST Act,Crimes Against SCs and STs,Both,True,True,False,False,Vikram Choudhary,Rahul Gupta,1296,Case details here
297,SCST Act,Offences Against the State,Imprisonment,False,False,True,False,Priya Verma,Sneha Roy,1297,Case details here
298,PMLA,Offences Against the State,Imprisonment,True,False,False,False,Sunita Mehta,Manoj Tiwari,1298,Case details here
299,NDPS,Crimes Against Women,Fine,False,True,True,False,Anil Kapoor,Sandeep Yadav,1299,Case details here
300,IPC,Crimes Against Women,Fine,False,False,True,True,Neha Singh,Ananya Sen,1300,Case details here
301,SCST Act,Crimes Against Children,Imprisonment,False,True,True,True,Amit Sharma,Sneha Roy,1301,Case details here
302,SCST Act,Cyber Crime,Fine,False,True,False,True,Neha Singh,Rahul Gupta,1302,Case details here
303,IPC,Crimes Against Women,Imprisonment,False,True,True,True,Neha Singh,Kiran Malhotra,1303,Case details here
304,SCST Act,Crimes Against Foreigners,Both,True,False,False,False,Amit Sharma,Rahul Gupta,1304,Case details here
305,PMLA,Crimes Against Women,Fine,True,True,False,True,Anil Kapoor,Ananya Sen,1305,Case details here
306,NDPS,Economic Offence,Imprisonment,True,True,False,False,Rajesh Kumar,Kiran Malhotra,1306,Case details here
307,IPC,Crimes Against SCs and STs,Both,False,False,False,False,Anil Kapoor,Kiran Malhotra,1307,Case details here
308,NDPS,Crimes Against Foreigners,Both,False,True,False,True,Vikram Choudhary,Sandeep Yadav,1308,Case details here
309,SCST Act,Crimes Against Foreigners,Imprisonment,False,False,True,True,Rajesh Kumar,Ananya Sen,1309,Case details here
310,SCST Act,Economic Offence,Fine,False,False,False,True,Priya Verma,Sandeep Yadav,1310,Case details here
311,IPC,Economic Offence,Imprisonment,True,False,False,True,Vikram Choudhary,Manoj Tiwari,1311,Case details here
312,PMLA,Offences Against the State,Both,True,False,False,False,Priya Verma,Sandeep Yadav,1312,Case details here
313,CrPC,Cyber Crime,Imprisonment,False,True,False,False,Priya Verma,Rahul Gupta,1313,Case details here
314,IPC,Crimes Against SCs and STs,Fine,False,True,False,True,Amit Sharma,Manoj Tiwari,1314,Case details here
315,CrPC,Crimes Against Children,Both,False,True,True,False,Priya Verma,Ananya Sen,1315,Case details here
316,CrPC,Crimes Against Foreigners,Imprisonment,True,True,True,False,Sunita Mehta,Deepak Joshi,1316,Case details here
317,PMLA,Crimes Against Children,Fine,True,True,False,False,Anil Kapoor,Rahul Gupta,1317,Case details here
318,CrPC,Crimes Against Women,Both,True,False,True,True,Neha Singh,Deepak Joshi,1318,Case details here
319,CrPC,Crimes Against Women,Fine,False,True,True,False,Sunita Mehta,Rahul Gupta,1319,Case details here
320,PMLA,Crimes Against Children,Both,False,True,False,True,Priya Verma,Ananya Sen,1320,Case details here
321,CrPC,Crimes Against Women,Imprisonment,True,True,True,True,Priya Verma,Deepak Joshi,1321,Case details here
322,CrPC,Cyber Crime,Fine,False,False,False,False,Anil Kapoor,Sandeep Yadav,1322,Case details here
323,CrPC,Economic Offence,Both,True,False,True,False,Sunita Mehta,Ananya Sen,1323,Case details here
324,IPC,Crimes Against Women,Fine,False,True,True,True,Priya Verma,Deepak Joshi,1324,Case details here
325,IPC,Offences Against the State,Fine,True,False,True,False,Amit Sharma,Ananya Sen,1325,Case details here
326,IPC,Crimes Against Women,Imprisonment,False,True,False,False,Neha Singh,Manoj Tiwari,1326,Case details here
327,PMLA,Crimes Against SCs and STs,Fine,True,True,True,True,Vikram Choudhary,Kiran Malhotra,1327,Case details here
328,SCST Act,Cyber Crime,Both,True,False,True,True,Neha Singh,Kiran Malhotra,1328,Case details here
329,CrPC,Crimes Against SCs and STs,Both,True,False,False,True,Neha Singh,Manoj Tiwari,1329,Case details here
330,CrPC,Crimes Against SCs and STs,Both,True,True,False,True,Amit Sharma,Sandeep Yadav,1330,Case details here
331,PMLA,Offences Against the State,Both,True,True,True,False,Priya Verma,Rahul Gupta,1331,Case details here
332,CrPC,Cyber Crime,Imprisonment,True,False,False,False,Anil Kapoor,Deepak Joshi,1332,Case details here
333,IPC,Cyber Crime,Fine,False,True,True,True,Sunita Mehta,Manoj Tiwari,1333,Case details here
334,SCST Act,Cyber Crime,Imprisonment,False,False,True,True,Anil Kapoor,Deepak Joshi,1334,Case details here
335,NDPS,Cyber Crime,Fine,False,True,False,True,Vikram Choudhary,Kiran Malhotra,1335,Case details here
336,CrPC,Cyber Crime,Fine,True,False,False,False,Rajesh Kumar,Deepak Joshi,1336,Case details here
337,IPC,Offences Against the State,Fine,True,True,False,True,Anil Kapoor,Deepak Joshi,1337,Case details here
338,NDPS,Crimes Against Women,Imprisonment,False,True,True,False,Anil Kapoor,Sandeep Yadav,1338,Case details here
339,SCST Act,Crimes Against SCs and STs,Fine,True,False,False,True,Vikram Choudhary,Ananya Sen,1339,Case details here
340,NDPS,Cyber Crime,Imprisonment,True,True,True,True,Anil Kapoor,Ananya Sen,1340,Case details here
341,IPC,Crimes Against Foreigners,Both,True,True,False,True,Amit Sharma,Sandeep Yadav,1341,Case details here
342,NDPS,Crimes Against Women,Both,True,False,True,False,Priya Verma,Ananya Sen,1342,Case details here
343,PMLA,Crimes Against Women,Fine,True,True,False,False,Rajesh Kumar,Manoj Tiwari,1343,Case details here
344,NDPS,Crimes Against SCs and STs,Imprisonment,False,True,True,False,Neha Singh,Sandeep Yadav,1344,Case details here
345,CrPC,Offences Against the State,Both,False,True,False,True,Neha Singh,Sneha Roy,1345,Case details here
346,CrPC,Crimes Against Children,Imprisonment,False,False,True,False,Amit Sharma,Rahul Gupta,1346,Case details here
347,PMLA,Crimes Against Children,Imprisonment,False,False,False,False,Anil Kapoor,Deepak Joshi,1347,Case details here
348,IPC,Crimes Against Women,Fine,False,False,False,True,Sunita Mehta,Rahul Gupta,1348,Case details here
349,CrPC,Economic Offence,Both,True,True,True,True,Rajesh Kumar,Rahul Gupta,1349,Case details here
350,SCST Act,Economic Offence,Fine,True,True,False,False,Vikram Choudhary,Ananya Sen,1350,Case details here
351,CrPC,Crimes Against SCs and STs,Fine,True,True,True,False,Vikram Choudhary,Deepak Joshi,1351,Case details here
352,CrPC,Crimes Against Children,Both,True,True,True,False,Neha Singh,Deepak Joshi,1352,Case details here
353,IPC,Crimes Against Women,Both,False,False,False,False,Amit Sharma,Kiran Malhotra,1353,Case details here
354,NDPS,Offences Against the State,Imprisonment,False,True,True,True,Vikram Choudhary,Sneha Roy,1354,Case details here
355,CrPC,Crimes Against Children,Both,False,True,False,True,Priya Verma,Sneha Roy,1355,Case details here
356,PMLA,Crimes Against Women,Imprisonment,True,True,False,True,Rajesh Kumar,Rahul Gupta,1356,Case details here
357,NDPS,Crimes Against Women,Imprisonment,False,False,True,False,Vikram Choudhary,Sandeep Yadav,1357,Case details here
358,SCST Act,Cyber Crime,Imprisonment,True,True,False,False,Vikram Choudhary,Rahul Gupta,1358,Case details here
359,IPC,Offences Against the State,Both,False,True,True,True,Vikram Choudhary,Manoj Tiwari,1359,Case details here
360,SCST Act,Cyber Crime,Fine,False,True,True,True,Amit Sharma,Manoj Tiwari,1360,Case details here
361,NDPS,Crimes Against SCs and STs,Imprisonment,True,True,False,False,Amit Sharma,Rahul Gupta,1361,Case details here
362,NDPS,Cyber Crime,Fine,True,True,False,False,Neha Singh,Kiran Malhotra,1362,Case details here
363,NDPS,Crimes Against Foreigners,Fine,False,False,True,True,Priya Verma,Deepak Joshi,1363,Case details here
364,SCST Act,Cyber Crime,Both,False,True,True,True,Anil Kapoor,Ananya Sen,1364,Case details here
365,NDPS,Crimes Against Foreigners,Fine,True,True,False,True,Amit Sharma,Kiran Malhotra,1365,Case details here
366,SCST Act,Crimes Against Children,Fine,False,True,False,False,Sunita Mehta,Sandeep Yadav,1366,Case details here
367,NDPS,Economic Offence,Both,False,True,False,False,Sunita Mehta,Manoj Tiwari,1367,Case details here
368,PMLA,Crimes Against Women,Imprisonment,True,True,False,False,Rajesh Kumar,Rahul Gupta,1368,Case details here
369,NDPS,Crimes Against Foreigners,Fine,False,True,True,False,Rajesh Kumar,Kiran Malhotra,1369,Case details here
370,SCST Act,Offences Against the State,Both,True,True,False,False,Priya Verma,Manoj Tiwari,1370,Case details here
371,CrPC,Cyber Crime,Fine,False,True,True,False,Rajesh Kumar,Sandeep Yadav,1371,Case details here
372,NDPS,Crimes Against Foreigners,Fine,True,True,True,True,Rajesh Kumar,Kiran Malhotra,1372,Case details here
373,CrPC,Offences Against the State,Imprisonment,False,True,False,True,Neha Singh,Manoj Tiwari,1373,Case details here
374,PMLA,Economic Offence,Fine,True,False,True,False,Anil Kapoor,Ananya Sen,1374,Case details here
375,IPC,Economic Offence,Both,False,False,False,True,Priya Verma,Kiran Malhotra,1375,Case details here
376,PMLA,Cyber Crime,Fine,True,False,True,False,Priya Verma,Deepak Joshi,1376,Case details here
377,NDPS,Crimes Against SCs and STs,Imprisonment,False,False,False,True,Sunita Mehta,Manoj Tiwari,1377,Case details here
378,CrPC,Cyber Crime,Imprisonment,False,True,True,False,Priya Verma,Rahul Gupta,1378,Case details here
379,CrPC,Crimes Against Children,Both,False,False,True,True,Anil Kapoor,Ananya Sen,1379,Case details here
380,SCST Act,Crimes Against Foreigners,Imprisonment,False,False,False,True,Rajesh Kumar,Sneha Roy,1380,Case details here
381,CrPC,Crimes Against Women,Fine,False,True,False,False,Amit Sharma,Sandeep Yadav,1381,Case details here
382,SCST Act,Crimes Against SCs and STs,Imprisonment,False,False,True,False,Anil Kapoor,Ananya Sen,1382,Case details here
383,IPC,Cyber Crime,Both,False,False,True,True,Sunita Mehta,Manoj Tiwari,1383,Case details here
384,NDPS,Offences Against the State,Imprisonment,False,True,False,True,Anil Kapoor,Deepak Joshi,1384,Case details here
385,SCST Act,Crimes Against SCs and STs,Imprisonment,False,True,True,False,Amit Sharma,Rahul Gupta,1385,Case details here
386,IPC,Crimes Against Foreigners,Imprisonment,True,True,False,True,Anil Kapoor,Deepak Joshi,1386,Case details here
387,CrPC,Crimes Against SCs and STs,Both,True,False,True,False,Vikram Choudhary,Deepak Joshi,1387,Case details here
388,CrPC,Crimes Against Foreigners,Imprisonment,False,False,False,False,Priya Verma,Rahul Gupta,1388,Case details here
389,IPC,Cyber Crime,Imprisonment,True,True,True,True,Sunita Mehta,Manoj Tiwari,1389,Case details here
390,CrPC,Crimes Against Foreigners,Fine,False,True,False,False,Amit Sharma,Manoj Tiwari,1390,Case details here
391,IPC,Crimes Against SCs and STs,Both,False,False,False,True,Rajesh Kumar,Sneha Roy,1391,Case details here
392,SCST Act,Offences Against the State,Imprisonment,True,True,True,True,Anil Kapoor,Deepak Joshi,1392,Case details here
393,SCST Act,Economic Offence,Both,False,False,False,False,Vikram Choudhary,Manoj Tiwari,1393,Case details here
394,IPC,Crimes Against SCs and STs,Imprisonment,False,True,True,True,Sunita Mehta,Kiran Malhotra,1394,Case details here
395,SCST Act,Crimes Against Foreigners,Imprisonment,True,True,False,False,Vikram Choudhary,Rahul Gupta,1395,Case details here
396,SCST Act,Economic Offence,Imprisonment,True,False,False,False,Neha Singh,Sneha Roy,1396,Case details here
397,SCST Act,Crimes Against Foreigners,Fine,False,True,False,False,Rajesh Kumar,Ananya Sen,1397,Case details here
398,PMLA,Offences Against the State,Fine,True,True,True,True,Sunita Mehta,Ananya Sen,1398,Case details here
399,NDPS,Crimes Against Foreigners,Fine,True,True,False,False,Priya Verma,Sneha Roy,1399,Case details here
400,CrPC,Cyber Crime,Both,False,False,True,True,Priya Verma,Kiran Malhotra,1400,Case details here
401,PMLA,Crimes Against Women,Both,True,True,False,False,Sunita Mehta,Sneha Roy,1401,Case details here
402,SCST Act,Crimes Against SCs and STs,Fine,True,True,True,False,Rajesh Kumar,Sandeep Yadav,1402,Case details here
403,IPC,Crimes Against Women,Both,False,True,True,False,Anil Kapoor,Ananya Sen,1403,Case details here
404,SCST Act,Crimes Against Foreigners,Imprisonment,True,True,True,True,Sunita Mehta,Ananya Sen,1404,Case details here
405,NDPS,Offences Against the State,Imprisonment,True,True,False,True,Anil Kapoor,Deepak Joshi,1405,Case details here
406,SCST Act,Crimes Against SCs and STs,Imprisonment,False,True,True,False,Amit Sharma,Ananya Sen,1406,Case details here
407,IPC,Crimes Against Foreigners,Fine,False,False,False,False,Amit Sharma,Ananya Sen,1407,Case details here
408,NDPS,Economic Offence,Both,False,False,True,True,Neha Singh,Deepak Joshi,1408,Case details here
409,SCST Act,Crimes Against Children,Fine,True,True,True,True,Sunita Mehta,Rahul Gupta,1409,Case details here
410,NDPS,Crimes Against Foreigners,Both,False,False,True,True,Amit Sharma,Ananya Sen,1410,Case details here
411,CrPC,Crimes Against Women,Imprisonment,False,False,True,False,Amit Sharma,Manoj Tiwari,1411,Case details here
412,CrPC,Crimes Against SCs and STs,Fine,True,True,False,True,Priya Verma,Manoj Tiwari,1412,Case details here
413,SCST Act,Crimes Against Women,Both,False,False,True,False,Sunita Mehta,Manoj Tiwari,1413,Case details here
414,NDPS,Crimes Against SCs and STs,Both,False,False,True,True,Neha Singh,Manoj Tiwari,1414,Case details here
415,IPC,Crimes Against Foreigners,Imprisonment,False,False,False,False,Anil Kapoor,Ananya Sen,1415,Case details here
416,SCST Act,Cyber Crime,Fine,False,False,True,False,Neha Singh,Deepak Joshi,1416,Case details here
417,CrPC,Economic Offence,Fine,True,False,True,False,Sunita Mehta,Manoj Tiwari,1417,Case details here
418,CrPC,Crimes Against Foreigners,Fine,False,False,True,True,Rajesh Kumar,Sandeep Yadav,1418,Case details here
419,SCST Act,Crimes Against Women,Imprisonment,False,False,True,True,Vikram Choudhary,Ananya Sen,1419,Case details here
420,NDPS,Crimes Against Children,Fine,True,False,False,True,Priya Verma,Sneha Roy,1420,Case details here
421,CrPC,Crimes Against Children,Imprisonment,False,True,False,False,Priya Verma,Sandeep Yadav,1421,Case details here
422,NDPS,Offences Against the State,Imprisonment,True,True,True,False,Rajesh Kumar,Sandeep Yadav,1422,Case details here
423,CrPC,Crimes Against SCs and STs,Imprisonment,True,False,False,True,Amit Sharma,Deepak Joshi,1423,Case details here
424,CrPC,Crimes Against Women,Both,True,False,False,False,Priya Verma,Sneha Roy,1424,Case details here
425,PMLA,Offences Against the State,Fine,False,True,True,False,Priya Verma,Deepak Joshi,1425,Case details here
426,CrPC,Crimes Against Women,Fine,True,False,False,False,Sunita Mehta,Sandeep Yadav,1426,Case details here
427,IPC,Crimes Against SCs and STs,Imprisonment,True,False,True,True,Sunita Mehta,Kiran Malhotra,1427,Case details here
428,SCST Act,Crimes Against Foreigners,Imprisonment,True,True,False,False,Priya Verma,Kiran Malhotra,1428,Case details here
429,SCST Act,Crimes Against Foreigners,Fine,False,True,False,True,Neha Singh,Sandeep Yadav,1429,Case details here
430,NDPS,Crimes Against Children,Imprisonment,False,True,False,True,Sunita Mehta,Ananya Sen,1430,Case details here
431,CrPC,Crimes Against Foreigners,Fine,False,False,True,True,Neha Singh,Sneha Roy,1431,Case details here
432,IPC,Crimes Against Foreigners,Both,False,False,False,True,Neha Singh,Ananya Sen,1432,Case details here
433,NDPS,Cyber Crime,Imprisonment,False,True,True,True,Neha Singh,Ananya Sen,1433,Case details here
434,PMLA,Crimes Against Children,Fine,False,True,True,False,Amit Sharma,Deepak Joshi,1434,Case details here
435,NDPS,Offences Against the State,Imprisonment,False,False,False,True,Sunita Mehta,Sandeep Yadav,1435,Case details here
436,NDPS,Economic Offence,Fine,True,True,True,True,Priya Verma,Deepak Joshi,1436,Case details here
437,CrPC,Cyber Crime,Fine,True,False,False,True,Neha Singh,Manoj Tiwari,1437,Case details here
438,PMLA,Offences Against the State,Imprisonment,True,False,True,False,Rajesh Kumar,Ananya Sen,1438,Case details here
439,NDPS,Crimes Against SCs and STs,Both,True,True,True,False,Priya Verma,Sneha Roy,1439,Case details here
440,IPC,Cyber Crime,Fine,False,True,False,False,Amit Sharma,Manoj Tiwari,1440,Case details here
441,IPC,Offences Against the State,Fine,True,False,False,False,Sunita Mehta,Sandeep Yadav,1441,Case details here
442,SCST Act,Crimes Against SCs and STs,Fine,True,True,False,True,Anil Kapoor,Manoj Tiwari,1442,Case details here
443,PMLA,Crimes Against Children,Both,True,True,False,True,Anil Kapoor,Deepak Joshi,1443,Case details here
444,PMLA,Economic Offence,Both,True,True,True,False,Sunita Mehta,Rahul Gupta,1444,Case details here
445,SCST Act,Crimes Against SCs and STs,Imprisonment,False,True,True,False,Vikram Choudhary,Kiran Malhotra,1445,Case details here
446,NDPS,Crimes Against Foreigners,Both,False,False,True,False,Neha Singh,Deepak Joshi,1446,Case details here
447,PMLA,Crimes Against Women,Imprisonment,False,False,False,False,Vikram Choudhary,Rahul Gupta,1447,Case details here
448,IPC,Crimes Against SCs and STs,Imprisonment,True,False,True,True,Vikram Choudhary,Sneha Roy,1448,Case details here
449,IPC,Crimes Against SCs and STs,Both,False,False,False,False,Sunita Mehta,Sneha Roy,1449,Case details here
450,CrPC,Economic Offence,Imprisonment,True,True,True,False,Neha Singh,Kiran Malhotra,1450,Case details here
451,PMLA,Crimes Against Women,Both,False,True,False,False,Sunita Mehta,Manoj Tiwari,1451,Case details here
452,NDPS,Crimes Against Foreigners,Imprisonment,False,False,True,False,Sunita Mehta,Rahul Gupta,1452,Case details here
453,SCST Act,Offences Against the State,Both,False,False,True,False,Vikram Choudhary,Manoj Tiwari,1453,Case details here
454,SCST Act,Offences Against the State,Both,False,True,False,False,Priya Verma,Sandeep Yadav,1454,Case details here
455,NDPS,Crimes Against SCs and STs,Imprisonment,False,False,True,False,Anil Kapoor,Sneha Roy,1455,Case details here
456,CrPC,Crimes Against Women,Fine,True,False,False,True,Vikram Choudhary,Ananya Sen,1456,Case details here
457,SCST Act,Crimes Against Women,Imprisonment,False,True,True,True,Anil Kapoor,Ananya Sen,1457,Case details here
458,PMLA,Crimes Against Foreigners,Both,True,False,True,True,Priya Verma,Ananya Sen,1458,Case details here
459,CrPC,Economic Offence,Fine,True,True,False,True,Priya Verma,Deepak Joshi,1459,Case details here
460,PMLA,Crimes Against Children,Imprisonment,True,True,False,True,Anil Kapoor,Sneha Roy,1460,Case details here
461,IPC,Offences Against the State,Imprisonment,True,False,True,True,Neha Singh,Manoj Tiwari,1461,Case details here
462,CrPC,Economic Offence,Imprisonment,True,True,True,False,Sunita Mehta,Sandeep Yadav,1462,Case details here
463,SCST Act,Cyber Crime,Fine,False,False,True,False,Sunita Mehta,Rahul Gupta,1463,Case details here
464,CrPC,Offences Against the State,Both,False,True,True,True,Priya Verma,Rahul Gupta,1464,Case details here
465,CrPC,Economic Offence,Imprisonment,False,False,True,False,Priya Verma,Deepak Joshi,1465,Case details here
466,CrPC,Offences Against the State,Imprisonment,False,False,True,True,Amit Sharma,Deepak Joshi,1466,Case details here
467,CrPC,Crimes Against Children,Imprisonment,True,False,False,False,Priya Verma,Rahul Gupta,1467,Case details here
468,PMLA,Cyber Crime,Imprisonment,False,True,False,False,Priya Verma,Sneha Roy,1468,Case details here
469,IPC,Crimes Against Children,Imprisonment,False,True,False,False,Anil Kapoor,Rahul Gupta,1469,Case details here
470,NDPS,Crimes Against Foreigners,Both,True,False,True,False,Priya Verma,Ananya Sen,1470,Case details here
471,CrPC,Cyber Crime,Both,True,True,True,False,Rajesh Kumar,Manoj Tiwari,1471,Case details here
472,SCST Act,Crimes Against SCs and STs,Imprisonment,False,False,True,False,Anil Kapoor,Rahul Gupta,1472,Case details here
473,CrPC,Economic Offence,Fine,False,False,False,True,Vikram Choudhary,Ananya Sen,1473,Case details here
474,SCST Act,Cyber Crime,Both,True,True,False,True,Anil Kapoor,Sandeep Yadav,1474,Case details here
475,PMLA,Crimes Against Foreigners,Fine,False,False,True,False,Sunita Mehta,Kiran Malhotra,1475,Case details here
476,SCST Act,Crimes Against Foreigners,Both,False,True,True,True,Vikram Choudhary,Deepak Joshi,1476,Case details here
477,NDPS,Crimes Against Children,Imprisonment,False,False,False,False,Rajesh Kumar,Deepak Joshi,1477,Case details here
478,IPC,Offences Against the State,Both,False,True,False,True,Vikram Choudhary,Sneha Roy,1478,Case details here
479,SCST Act,Cyber Crime,Imprisonment,True,False,False,False,Vikram Choudhary,Sandeep Yadav,1479,Case details here
480,SCST Act,Economic Offence,Both,True,False,True,True,Rajesh Kumar,Sandeep Yadav,1480,Case details here
481,IPC,Cyber Crime,Imprisonment,True,True,True,False,Amit Sharma,Deepak Joshi,1481,Case details here
482,NDPS,Crimes Against Women,Imprisonment,False,False,True,True,Neha Singh,Rahul Gupta,1482,Case details here
483,CrPC,Offences Against the State,Imprisonment,False,False,False,False,Rajesh Kumar,Ananya Sen,1483,Case details here
484,SCST Act,Economic Offence,Imprisonment,False,True,False,True,Rajesh Kumar,Sandeep Yadav,1484,Case details here
485,IPC,Economic Offence,Fine,False,False,True,False,Neha Singh,Sandeep Yadav,1485,Case details here
486,PMLA,Crimes Against SCs and STs,Imprisonment,False,True,True,False,Priya Verma,Rahul Gupta,1486,Case details here
487,IPC,Crimes Against Children,Fine,True,False,False,False,Vikram Choudhary,Kiran Malhotra,1487,Case details here
488,PMLA,Crimes Against SCs and STs,Fine,False,True,True,True,Sunita Mehta,Rahul Gupta,1488,Case details here
489,NDPS,Economic Offence,Imprisonment,False,False,False,True,Neha Singh,Sneha Roy,1489,Case details here
490,CrPC,Offences Against the State,Fine,True,False,False,True,Priya Verma,Sandeep Yadav,1490,Case details here
491,IPC,Cyber Crime,Both,False,False,True,False,Priya Verma,Deepak Joshi,1491,Case details here
492,SCST Act,Cyber Crime,Imprisonment,True,True,False,True,Priya Verma,Kiran Malhotra,1492,Case details here
493,NDPS,Offences Against the State,Fine,True,True,True,False,Amit Sharma,Sandeep Yadav,1493,Case details here
494,IPC,Economic Offence,Imprisonment,True,True,False,True,Anil Kapoor,Ananya Sen,1494,Case details here
495,SCST Act,Crimes Against Foreigners,Imprisonment,True,True,False,True,Rajesh Kumar,Deepak Joshi,1495,Case details here
496,IPC,Cyber Crime,Imprisonment,True,False,True,True,Neha Singh,Kiran Malhotra,1496,Case details here
497,PMLA,Crimes Against Foreigners,Fine,False,False,False,True,Anil Kapoor,Sandeep Yadav,1497,Case details here
498,IPC,Cyber Crime,Both,True,True,True,False,Neha Singh,Sneha Roy,1498,Case details here
499,IPC,Cyber Crime,Both,True,True,True,True,Priya Verma,Sneha Roy,1499,Case details here
500,IPC,Crimes Against Children,Fine,False,True,False,True,Vikram Choudhary,Manoj Tiwari,1500,Case details here
501,NDPS,Crimes Against Children,Imprisonment,False,False,True,False,Vikram Choudhary,Kiran Malhotra,1501,Case details here
502,IPC,Crimes Against Women,Fine,True,True,True,False,Amit Sharma,Rahul Gupta,1502,Case details here
503,SCST Act,Crimes Against SCs and STs,Fine,False,True,True,True,Vikram Choudhary,Deepak Joshi,1503,Case details here
504,PMLA,Offences Against the State,Fine,False,False,True,True,Amit Sharma,Manoj Tiwari,1504,Case details here
505,PMLA,Offences Against the State,Imprisonment,True,False,True,False,Sunita Mehta,Deepak Joshi,1505,Case details here
506,IPC,Offences Against the State,Fine,True,True,True,False,Amit Sharma,Ananya Sen,1506,Case details here
